label,function,tier,group,onset_s,offset_s,duration_s,data,game,game_part,participant,rater,offset_ms,onset_ms,duration_ms
gaze_up,no,gaze,novice,44.259,44.639,0.38,f1g2a_p5r1,2a,start,p5,r2,44259,44639,380
goTo_5,no,location,novice,12.871,15.02,2.149,f1g2a_p5r1,2a,start,p5,r1,12871,15020,2149
goTo_gameT,no,location,novice,8.726,11.848,3.122,f1g2a_p5r1,2a,start,p5,r1,8726,11848,3122
goTo_objT,no,location,novice,5.059,7.962,2.903,f1g2a_p5r1,2a,start,p5,r1,5059,7962,2903
goTo_prep,no,location,novice,2.055,5.059,3.004,f1g2a_p5r1,2a,start,p5,r1,2055,5059,3004
mu_eyes_brows,self_focused_hf,head_face,novice,65.749,66.273,0.524,f1g2a_p5r1,2a,start,p5,r2,65749,66273,524
mu_eyes_brows_head,context_focused_hf,head_face,novice,37.517,40.256,2.739,f1g2a_p5r1,2a,start,p5,r2,37517,40256,2739
mu_foot_left,self_focused_lb,lower_body,novice,23.978,24.801,0.823,f1g2a_p5r1,2a,start,p5,r1,23978,24801,823
mu_foot_left,self_focused_lb,lower_body,novice,39.367,41.289,1.922,f1g2a_p5r1,2a,start,p5,r1,39367,41289,1922
mu_foot_left,self_focused_lb,lower_body,novice,66.92,67.273,0.353,f1g2a_p5r1,2a,start,p5,r1,66920,67273,353
mu_foot_left,self_focused_lb,lower_body,novice,68.938,70.187,1.249,f1g2a_p5r1,2a,start,p5,r1,68938,70187,1249
mu_hand_right,self_focused_ub,upper_body,novice,56.175,56.787,0.612,f1g2a_p5r1,2a,start,p5,r1,56175,56787,612
mu_hand_right,self_focused_ub,upper_body,novice,59.211,59.711,0.5,f1g2a_p5r1,2a,start,p5,r1,59211,59711,500
mu_hand_right,self_focused_ub,upper_body,novice,63.673,64.187,0.514,f1g2a_p5r1,2a,start,p5,r1,63673,64187,514
mu_hands_both,self_focused_ub,upper_body,novice,0,0.409,0.409,f1g2a_p5r1,2a,start,p5,r1,0,409,409
mu_hands_both,self_focused_ub,upper_body,novice,20.42,22.19,1.77,f1g2a_p5r1,2a,start,p5,r1,20420,22190,1770
mu_hands_both,self_focused_ub,upper_body,novice,23.136,24.071,0.935,f1g2a_p5r1,2a,start,p5,r1,23136,24071,935
mu_hands_both,self_focused_ub,upper_body,novice,24.806,26.528,1.722,f1g2a_p5r1,2a,start,p5,r1,24806,26528,1722
mu_hands_both,self_focused_ub,upper_body,novice,26.528,28.695,2.167,f1g2a_p5r1,2a,start,p5,r1,26528,28695,2167
mu_hands_both,self_focused_ub,upper_body,novice,31.166,40.268,9.102,f1g2a_p5r1,2a,start,p5,r1,31166,40268,9102
mu_hands_both,self_focused_ub,upper_body,novice,40.73,53.966,13.236,f1g2a_p5r1,2a,start,p5,r1,40730,53966,13236
mu_hands_both,self_focused_ub,upper_body,novice,60.527,61.636,1.109,f1g2a_p5r1,2a,start,p5,r1,60527,61636,1109
mu_hands_both,self_focused_ub,upper_body,novice,64.66,68.704,4.044,f1g2a_p5r1,2a,start,p5,r1,64660,68704,4044
mu_hands_both,self_focused_ub,upper_body,novice,68.704,70.787,2.083,f1g2a_p5r1,2a,start,p5,r1,68704,70787,2083
mu_hands_both,self_focused_ub,upper_body,novice,70.787,80.839,10.052,f1g2a_p5r1,2a,start,p5,r1,70787,80839,10052
mu_hands_both,self_focused_ub,upper_body,novice,80.839,82.995,2.156,f1g2a_p5r1,2a,start,p5,r1,80839,82995,2156
mu_head,context_focused_hf,head_face,novice,21.316,24.539,3.223,f1g2a_p5r1,2a,start,p5,r2,21316,24539,3223
mu_head,context_focused_hf,head_face,novice,28.557,31.636,3.079,f1g2a_p5r1,2a,start,p5,r2,28557,31636,3079
mu_head,context_focused_hf,head_face,novice,31.937,32.844,0.907,f1g2a_p5r1,2a,start,p5,r2,31937,32844,907
mu_head,context_focused_hf,head_face,novice,34.657,36.37,1.713,f1g2a_p5r1,2a,start,p5,r2,34657,36370,1713
mu_head,context_focused_hf,head_face,novice,52.973,55.353,2.38,f1g2a_p5r1,2a,start,p5,r2,52973,55353,2380
mu_head,context_focused_hf,head_face,novice,55.353,57.228,1.875,f1g2a_p5r1,2a,start,p5,r2,55353,57228,1875
mu_head,context_focused_hf,head_face,novice,57.228,61.048,3.82,f1g2a_p5r1,2a,start,p5,r2,57228,61048,3820
mu_head,context_focused_hf,head_face,novice,67.587,73.347,5.76,f1g2a_p5r1,2a,start,p5,r2,67587,73347,5760
mu_head,context_focused_hf,head_face,novice,78.019,78.598,0.579,f1g2a_p5r1,2a,start,p5,r2,78019,78598,579
mu_head,self_focused_hf,head_face,novice,78.978,79.506,0.528,f1g2a_p5r1,2a,start,p5,r2,78978,79506,528
mu_lb_all,self_focused_lb,lower_body,novice,28.835,31.056,2.221,f1g2a_p5r1,2a,start,p5,r1,28835,31056,2221
mu_lb_limb_left,self_focused_lb,lower_body,novice,54.083,57.045,2.962,f1g2a_p5r1,2a,start,p5,r1,54083,57045,2962
mu_lb_limb_left,self_focused_lb,lower_body,novice,71.22,75.215,3.995,f1g2a_p5r1,2a,start,p5,r1,71220,75215,3995
mu_ub_all,self_focused_ub,upper_body,novice,22.19,23.136,0.946,f1g2a_p5r1,2a,start,p5,r1,22190,23136,946
mu_ub_all,self_focused_ub,upper_body,novice,24.071,24.806,0.735,f1g2a_p5r1,2a,start,p5,r1,24071,24806,735
mu_ub_all,self_focused_ub,upper_body,novice,28.695,31.166,2.471,f1g2a_p5r1,2a,start,p5,r1,28695,31166,2471
settling,no,location,novice,15.02,20.37,5.35,f1g2a_p5r1,2a,start,p5,r1,15020,20370,5350
settling,no,location,novice,28.695,31.16,2.465,f1g2a_p5r1,2a,start,p5,r1,28695,31160,2465
sit_full,no,location,novice,20.37,28.695,8.325,f1g2a_p5r1,2a,start,p5,r1,20370,28695,8325
sit_full,no,location,novice,31.16,82.995,51.835,f1g2a_p5r1,2a,start,p5,r1,31160,82995,51835
stand_at_gameT,no,location,novice,11.848,12.871,1.023,f1g2a_p5r1,2a,start,p5,r1,11848,12871,1023
stand_at_objT,no,location,novice,7.962,8.726,0.764,f1g2a_p5r1,2a,start,p5,r1,7962,8726,764
game_action,no,game_action,novice,27.65,71.252,43.602,f1g2a_p6r1,2a,start,p6,r1,27650,71252,43602
gaze_down,no,gaze,novice,0.195,0.944,0.749,f1g2a_p6r1,2a,start,p6,r2,195,944,749
gaze_down,no,gaze,novice,77.294,78.728,1.434,f1g2a_p6r1,2a,start,p6,r2,77294,78728,1434
gaze_free,no,gaze,novice,0,0.195,0.195,f1g2a_p6r1,2a,start,p6,r2,0,195,195
gaze_free,no,gaze,novice,0.944,1.355,0.411,f1g2a_p6r1,2a,start,p6,r2,944,1355,411
gaze_to_gameT,no,gaze,novice,1.355,7.819,6.464,f1g2a_p6r1,2a,start,p6,r2,1355,7819,6464
gaze_to_gameT,no,gaze,novice,9.826,14.379,4.553,f1g2a_p6r1,2a,start,p6,r2,9826,14379,4553
gaze_to_gameT,no,gaze,novice,17.538,26.262,8.724,f1g2a_p6r1,2a,start,p6,r2,17538,26262,8724
gaze_to_gameT,no,gaze,novice,38.79,40.333,1.543,f1g2a_p6r1,2a,start,p6,r2,38790,40333,1543
gaze_to_gameT,no,gaze,novice,57.042,65.132,8.09,f1g2a_p6r1,2a,start,p6,r2,57042,65132,8090
gaze_to_gameT,no,gaze,novice,66.721,76.617,9.896,f1g2a_p6r1,2a,start,p6,r2,66721,76617,9896
gaze_to_gameT,no,gaze,novice,81.48,83,1.52,f1g2a_p6r1,2a,start,p6,r2,81480,83000,1520
gaze_to_home,no,gaze,novice,65.132,66.721,1.589,f1g2a_p6r1,2a,start,p6,r2,65132,66721,1589
gaze_to_objT,no,gaze,novice,14.379,17.538,3.159,f1g2a_p6r1,2a,start,p6,r2,14379,17538,3159
gaze_to_objT,no,gaze,novice,26.849,38.79,11.941,f1g2a_p6r1,2a,start,p6,r2,26849,38790,11941
gaze_to_objT,no,gaze,novice,40.333,55.776,15.443,f1g2a_p6r1,2a,start,p6,r2,40333,55776,15443
gaze_to_objT,no,gaze,novice,78.728,81.48,2.752,f1g2a_p6r1,2a,start,p6,r2,78728,81480,2752
gaze_to_p2,no,gaze,novice,26.262,26.849,0.587,f1g2a_p6r1,2a,start,p6,r2,26262,26849,587
gaze_to_p2,no,gaze,novice,76.617,77.294,0.677,f1g2a_p6r1,2a,start,p6,r2,76617,77294,677
gaze_to_p5,no,gaze,novice,7.819,9.826,2.007,f1g2a_p6r1,2a,start,p6,r2,7819,9826,2007
gaze_up,no,gaze,novice,55.776,57.042,1.266,f1g2a_p6r1,2a,start,p6,r2,55776,57042,1266
goTo_6,no,location,novice,64.189,67.502,3.313,f1g2a_p6r1,2a,start,p6,r1,64189,67502,3313
goTo_gameT,no,location,novice,56.688,60.949,4.261,f1g2a_p6r1,2a,start,p6,r1,56688,60949,4261
goTo_objT,no,location,novice,30.173,33.375,3.202,f1g2a_p6r1,2a,start,p6,r1,30173,33375,3202
goTo_prep,no,location,novice,27.653,30.173,2.52,f1g2a_p6r1,2a,start,p6,r1,27653,30173,2520
mu_foot_left,self_focused_lb,lower_body,novice,77.109,77.599,0.49,f1g2a_p6r1,2a,start,p6,r1,77109,77599,490
mu_foot_left,self_focused_lb,lower_body,novice,79.203,79.633,0.43,f1g2a_p6r1,2a,start,p6,r1,79203,79633,430
mu_hand_right,self_focused_ub,upper_body,novice,20.923,21.722,0.799,f1g2a_p6r1,2a,start,p6,r1,20923,21722,799
mu_hand_right,self_focused_ub,upper_body,novice,23.778,25.077,1.299,f1g2a_p6r1,2a,start,p6,r1,23778,25077,1299
mu_hand_right,self_focused_ub,upper_body,novice,78.465,81.804,3.339,f1g2a_p6r1,2a,start,p6,r1,78465,81804,3339
mu_hand_right,self_focused_ub,upper_body,novice,81.804,82.565,0.761,f1g2a_p6r1,2a,start,p6,r1,81804,82565,761
mu_head,context_focused_hf,head_face,novice,7.772,8.432,0.66,f1g2a_p6r1,2a,start,p6,r2,7772,8432,660
mu_head,context_focused_hf,head_face,novice,9.121,10.761,1.64,f1g2a_p6r1,2a,start,p6,r2,9121,10761,1640
mu_head,context_focused_hf,head_face,novice,14.373,14.931,0.558,f1g2a_p6r1,2a,start,p6,r2,14373,14931,558
mu_head,context_focused_hf,head_face,novice,17.168,18.028,0.86,f1g2a_p6r1,2a,start,p6,r2,17168,18028,860
mu_mouth_head,context_focused_hf,head_face,novice,0.12,2.459,2.339,f1g2a_p6r1,2a,start,p6,r2,120,2459,2339
mu_mouth_head,context_focused_hf,head_face,novice,25.919,27.639,1.72,f1g2a_p6r1,2a,start,p6,r2,25919,27639,1720
mu_mouth_head,context_focused_hf,head_face,novice,75.138,82.418,7.28,f1g2a_p6r1,2a,start,p6,r2,75138,82418,7280
mu_ub_all,self_focused_ub,upper_body,novice,76.724,78.465,1.741,f1g2a_p6r1,2a,start,p6,r1,76724,78465,1741
settling,no,location,novice,67.502,71.252,3.75,f1g2a_p6r1,2a,start,p6,r1,67502,71252,3750
sit_full,no,location,novice,0,27.653,27.653,f1g2a_p6r1,2a,start,p6,r1,0,27653,27653
sit_full,no,location,novice,71.252,83,11.748,f1g2a_p6r1,2a,start,p6,r1,71252,83000,11748
stand_at_gameT,no,location,novice,60.949,64.189,3.24,f1g2a_p6r1,2a,start,p6,r1,60949,64189,3240
stand_at_objT,no,location,novice,33.375,56.688,23.313,f1g2a_p6r1,2a,start,p6,r1,33375,56688,23313
